name,price,score,address,description,url
Hotel Nikko Osaka,"฿5,070",8.9,"1-3-3,Nishi-Shinsaibashi,Chuo-ku, Shinsaibashi, Osaka, Japan, 542-0086",N/A,https://www.agoda.com/hotel-nikko-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=c7a066af-d8c7-4274-877b-0ad7ccc3adb3
GRANBELL HOTEL OSAKA,"฿3,641",8.5,"No. 7, 6-2-7, Kitakubouji-cho, Japan, Shinsaibashi, Osaka, Japan, 541-0057",N/A,https://www.agoda.com/granbell-hotel-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
BRACKETS HOTEL Osaka Hommachi,"฿2,408",8.2,"中央区南本町4丁目5 番18 号, Umeda, Osaka, Japan, 541-0054",N/A,https://www.agoda.com/brackets-hotel-osaka-hommachi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
MIMARU Osaka Namba Station,Sold Out/Check Dates,9.1,"3-6-24 Nipponbashi, Naniwa-ku, Namba, Osaka, Japan, 556-0005",N/A,https://www.agoda.com/mimaru-station/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
IAM HOTEL,Sold Out/Check Dates,8.9,"1 Chome-5-13 Sennichimae,, Namba, Osaka, Japan, 542-0074",N/A,https://www.agoda.com/iam-hotel/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Namba Oriental Hotel,"฿7,439",8.6,"2-8-17, Sennichimae, Chuo-ku, Namba, Osaka, Japan, 542-0074",N/A,https://www.agoda.com/namba-oriental-hotel/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
CHISUN STANDARD Osaka Shin Imamiya,"฿2,670",8.6,"1-2-23 Hanazonokita, Nishinari-ku, Namba, Osaka, Japan, 557-0016",N/A,https://www.agoda.com/chisun-standard-osaka-shin-imamiya/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Holiday Inn & Suites Shin Osaka By IHG,"฿4,096",8.6,"1-7-31 Nishi Miyahara, Yodogaw, Shinosaka, Osaka, Japan, 532-0004",N/A,https://www.agoda.com/oakwood-hotel-apartments-shin-osaka-h28860583/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=c7a066af-d8c7-4274-877b-0ad7ccc3adb3
Quintessa Hotel Osaka ShinsaibashiComic & Books,"฿3,060",8.4,"1-8-21 Higashi-Shinsaibashi, Chuo, Shinsaibashi, Osaka, Japan, 542-0083",N/A,https://www.agoda.com/quintessa-hotel-osaka-shinsaibashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Hotel Monterey Le Frere Osaka,"฿4,078",8.6,"1-12-8 Sonezaki-Shinchi, Kita, Umeda, Osaka, Japan, 530-0002",N/A,https://www.agoda.com/hotel-monterey-le-frere-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
HOTEL MYSTAYS Midosuji Honmachi,"฿2,661",8.5,"3-2-11 Honmachi, Chuo, Umeda, Osaka, Japan, 541-0053",N/A,https://www.agoda.com/hotel-mystays-midosuji-honmachi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
HOTEL VISCHIO OSAKA by GRANVIA,"฿4,336",8.9,"2-4-10 Shibata, Kita, Umeda, Osaka, Japan, 530-0012",N/A,https://www.agoda.com/hotel-vischio-osaka-by-granvia/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
DEL style Osaka Shin Umeda by Daiwa Roynet Hotel,"฿4,540",8.6,"6-16-1 Fukushima, Fukushima-ku, Umeda, Osaka, Japan, 553-0003",N/A,https://www.agoda.com/daiwa-royal-hotel-d-premium-osaka-shin-umeda/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
"THE OSAKA STATION HOTEL, Autograph Collection","฿13,933",9.3,"3-2-2, Umeda, Kita-ku, Umeda, Osaka, Japan, 530-0001",N/A,https://www.agoda.com/the-osaka-station-hotel-autograph-collection-h56863527/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Fairfield by Marriott Osaka Namba,"฿5,630",8.8,"2-3-25 Motomachi, Namba, Osaka, Japan, 556-0016",N/A,https://www.agoda.com/fairfield-by-marriott-osaka-namba/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
APA Hotel Osaka-Higobashi-Ekimae,"฿1,983",8.2,"1-2-1 Tosabori, Umeda, Osaka, Japan, 550-0001",N/A,https://www.agoda.com/apa-hotel-osaka-higobashi-ekimae/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
HOTEL MYSTAYS Shinsaibashi,Sold Out/Check Dates,8.3,"1-9-30, Nishi-Shinsaibashi, Chuo-ku, Shinsaibashi, Osaka, Japan, 542-0086",N/A,https://www.agoda.com/hotel-mystays-shinsaibashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=2&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Welina Hotel Premier Nakanoshima West,"฿2,474",8.0,"1-17-22,Edobori Nishi-ku, Welina Hotel Premier Nakanoshima West, Umeda, Osaka, Japan, 550-0002",N/A,https://www.agoda.com/welina-hotel-premier-nakanoshima-west-h22970001/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hotel Keihan Tenmabashi Ekimae,"฿2,947",8.9,"2-13, Tenmabashi Kyomachi , Chuo-Ku, Osaka Castle & Kyobashi, Osaka, Japan, 5400032",N/A,https://www.agoda.com/hotel-keihan-tenmabashi-ekimae/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=2&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Hotel Hankyu RESPIRE OSAKA,"฿5,477",8.8,"1-1 Ofukacho, Umeda, Osaka, Japan, 5300011",N/A,https://www.agoda.com/hotel-hankyu-respire-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=8&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
APA Hotel Yodoyabashi Kitahama Ekimae,"฿2,027",8.4,"2-3-10 Koraibashi, Chuo-ku, Umeda, Osaka, Japan, 5410043",N/A,https://www.agoda.com/apa-hotel-sakaisuji-kitahama-ekimae/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=3&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hotel Intergate Osaka Umeda,"฿4,603",8.8,"2-5-2, Umeda, Osaka, Japan, 530-0001",N/A,https://www.agoda.com/hotel-intergate-osaka-umeda/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Comfort Hotel Osaka Shinsaibashi,"฿2,749",8.6,"1-15-15 Higashi-Shinsaibashi, Shinsaibashi, Osaka, Japan, 542-0083",N/A,https://www.agoda.com/comfort-hotel-osaka-shinsaibashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
KOKO HOTEL Osaka Shinsekai,"฿2,433",8.8,"3-6-16 Ebisuhigashi, Naniwa-ku, Namba, Osaka, Japan, 556-0002",N/A,https://www.agoda.com/hotel-wing-international-premium-osaka-shinsekai/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=1&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Premier Hotel CABIN PRESIDENT Osaka,Sold Out/Check Dates,9.0,"1-3-19 Minami Morimachi, Kitaku, Umeda, Osaka, Japan, 530-0054",N/A,https://www.agoda.com/premier-hotel-cabin-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Sotetsu Fresa Inn Osaka-Namba,"฿3,079",8.9,"1-6-5Nambanaka,Naniwa-ku, Namba, Osaka, Japan, 556-0011",N/A,https://www.agoda.com/sotetsu-fresa-inn-osaka-namba/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=2&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Bespoke Hotel Shinsaibashi,"฿3,590",8.6,"2-6-25 Minamisenba Chuo-Ku, Shinsaibashi, Osaka, Japan, 5420081",N/A,https://www.agoda.com/bespoke-hotel-shinsaibashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
30 PIECES Namba,Sold Out/Check Dates,9.3,"Naniwa-ku Motomachi 2-2, Namba, Osaka, Japan, 556-0016",N/A,https://www.agoda.com/30-pieces-namba/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Swissotel Nankai Osaka,"฿10,054",8.9,"1-60 Namba 5-chome, Chuo-ku, Namba, Osaka, Japan, 542-0076",N/A,https://www.agoda.com/swissotel-nankai-osaka-hotel/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Candeo Hotels Osaka Namba,"฿5,697",8.6,"2-2-5 Higashi-shinsaibashi, Chuo-ku, Shinsaibashi, Osaka, Japan, 542-0083",N/A,https://www.agoda.com/candeo-hotels-osaka-namba/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
APA Hotel and Resort Midosuji Hommachi Ekimae Tower,"฿2,307",8.4,"4−2−9 Minamihommachi, Osaka Shi Chuo Ku, Umeda, Osaka, Japan, 541-0054",N/A,https://www.agoda.com/apa-hotel-resort-midosuji-hommachi-eki-tower/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
APA Hotel Osaka-Temma,"฿2,186",7.8,"2-16-15 Doshin, Kita-ku, Umeda, Osaka, Japan,",N/A,https://www.agoda.com/apa-hotel-osaka-tenma/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
The OneFive Osaka Namba Kuromon,"฿4,107",8.7,"1-20-6 Nihonbashi, Chuo-ku, Namba, Osaka, Japan, 542-0073",N/A,https://www.agoda.com/hotel-wbf-namba-kuromon-h30137336/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
HOTEL MYSTAYS Sakaisuji-Honmachi,"฿2,154",7.9,"1-4-8 Awaji-machi, Chuo-ku, Umeda, Osaka, Japan, 541-0047",N/A,https://www.agoda.com/hotel-mystays-sakaisuji-honmachi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hearton Hotel Shinsaibashi,Sold Out/Check Dates,8.4,"Nishi Shinsaibashi, 1-5-24, Chuo Ku, Shinsaibashi, Osaka, Japan, 542-0086",N/A,https://www.agoda.com/hearton-hotel-shinsaibashi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=2&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
Hotel Granvia Osaka - JR Hotel Group,"฿5,555",8.6,"No. 1-1, 3 Chome, Umeda, Kita Ward, Osaka, Japan, Umeda, Osaka, Japan, 530-0001",N/A,https://www.agoda.com/hotel-granvia-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hotel The One Shin-imamiya,"฿1,661",8.1,"1-10-16,Nishinariku,Hanazonokita, Osaka City South, Osaka, Japan, 557-0016",N/A,https://www.agoda.com/hotel-the-one-shinimamiya/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=6&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Candeo Hotels Osaka The Tower,"฿5,921",8.9,"1-1-27 Dojimahama, Kita-ku, Osaka City , Umeda, Osaka, Japan, 530-0004",N/A,https://www.agoda.com/candeo-hotels-osaka-the-tower/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=5&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hotel Hanshin Annex Osaka,Sold Out/Check Dates,8.8,"5-18-25 Fukushima,Fukushima-ku, Umeda, Osaka, Japan, 553-0003",N/A,https://www.agoda.com/hotel-hanshin-annex-osaka_2/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=9&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
Hotel Hankyu GRAN RESPIRE OSAKA,"฿5,901",8.8,"Ofuka-cho,GRAND GREEN OSAKA South Tower, 5-54, Umeda, Osaka, Japan, 530-0011",N/A,https://www.agoda.com/hotel-hankyu-gran-respire-osaka/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=5&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
S-Presso Namba Parks Street,"฿2,723",8.4,"Naniwa-ku, Shikitsu Higashi, 3-5-10, Namba, Osaka, Japan, 556-0012",N/A,https://www.agoda.com/s-presso-namba-parks-street-h13883590/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&los=7&searchrequestid=129d25b0-982b-4baf-8565-cec8e27e581e
The OneFive Osaka Sakaisuji,"฿1,920",7.7,"2-3-8 Bakuroumachi, Shinsaibashi, Osaka, Japan, 5410059",N/A,https://www.agoda.com/chisun-inn-hommachi/hotel/osaka-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-23&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&tspTypes=3&los=7&searchrequestid=5c9e42c7-1d3c-4adb-bd5f-8f9f272087c8
